date,source,production_m3,service_hours,country
2021-03-18,Metolong Dam,21873,22.551276044800897,Lesotho
2021-03-19,Mohokare River,21246,22.03444787957762,Lesotho
2021-03-20,Mohokare River,21554,21.238633515165073,Lesotho
2021-03-21,Metolong Dam,20151,22.637343299663883,Lesotho
2021-03-22,Metolong Dam,21369,20.945744585967297,Lesotho
2021-03-23,Mohokare River,20869,23.411581741715054,Lesotho
2021-03-24,Metolong Dam,24516,23.37236020719922,Lesotho
2021-03-25,Metolong Dam,22145,21.968236539208636,Lesotho
2021-03-26,Mohokare River,17590,20.689499426929604,Lesotho
2021-03-27,Mohokare River,20850,23.440379725545387,Lesotho
2021-03-28,Metolong Dam,21042,20.621728310830836,Lesotho
2021-03-29,Mohokare River,22609,20.58303814158546,Lesotho
2021-03-30,Metolong Dam,24285,23.012720246107378,Lesotho
2021-03-31,Mohokare River,22904,21.224742317945683,Lesotho
2021-04-01,Mohokare River,20915,22.61797967256026,Lesotho
2021-04-02,Metolong Dam,21309,22.898185018429164,Lesotho
2021-04-03,Mohokare River,24844,21.638780524827425,Lesotho
2021-04-04,Mohokare River,25431,21.791607774018008,Lesotho
2021-04-05,Mohokare River,21723,21.45902776666975,Lesotho
2021-04-06,Metolong Dam,24588,21.515284793169076,Lesotho
2021-04-07,Metolong Dam,23550,20.1460062478717,Lesotho
2021-04-08,Metolong Dam,24091,23.59155535463601,Lesotho
2021-04-09,Mohokare River,25297,20.268510423791056,Lesotho
2021-04-10,Metolong Dam,23691,23.754847042816888,Lesotho
2021-04-11,Mohokare River,25328,23.011159781235513,Lesotho
2021-04-12,Metolong Dam,22520,21.882919642254137,Lesotho
2021-04-13,Mohokare River,22498,23.640269011687828,Lesotho
2021-04-14,Mohokare River,20233,22.735662020516866,Lesotho
2021-04-15,Mohokare River,22581,20.710359324337954,Lesotho
2021-04-16,Mohokare River,20967,20.328784829872536,Lesotho
2021-04-17,Metolong Dam,21492,20.459024547819254,Lesotho
2021-04-18,Metolong Dam,20762,21.078220745285513,Lesotho
2021-04-19,Metolong Dam,20663,20.253034052035304,Lesotho
2021-04-20,Metolong Dam,21377,22.44824087205163,Lesotho
2021-04-21,Mohokare River,22307,21.267655973707754,Lesotho
2021-04-22,Mohokare River,20537,23.98648752411179,Lesotho
2021-04-23,Mohokare River,21366,17.321254231770784,Lesotho
2021-04-24,Mohokare River,23185,21.60611010882497,Lesotho
2021-04-25,Metolong Dam,23137,21.568859465174135,Lesotho
2021-04-26,Metolong Dam,23433,23.808936231591783,Lesotho
2021-04-27,Mohokare River,23100,20.771943782738813,Lesotho
2021-04-28,Mohokare River,21893,22.17415364081421,Lesotho
2021-04-29,Metolong Dam,31031,22.611750109948716,Lesotho
2021-04-30,Metolong Dam,22254,20.0056465694556,Lesotho
2021-05-01,Metolong Dam,21882,20.645822808302245,Lesotho
2021-05-02,Metolong Dam,22686,20.20160793406677,Lesotho
2021-05-03,Mohokare River,19929,18.190039772294387,Lesotho
2021-05-04,Mohokare River,22187,23.530362667004965,Lesotho
2021-05-05,Mohokare River,26310,22.377317102558667,Lesotho
2021-05-06,Mohokare River,21704,23.521998788200026,Lesotho
2021-05-07,Metolong Dam,24867,20.547602964566668,Lesotho
2021-05-08,Metolong Dam,22783,22.25993684961211,Lesotho
2021-05-09,Metolong Dam,26426,22.759655306555974,Lesotho
2021-05-10,Metolong Dam,23619,20.946305024709936,Lesotho
2021-05-11,Metolong Dam,22618,20.586302449880456,Lesotho
2021-05-12,Mohokare River,17724,20.224514754122094,Lesotho
2021-05-13,Metolong Dam,18587,19.554385079262605,Lesotho
2021-05-14,Mohokare River,23559,23.486870161519676,Lesotho
2021-05-15,Mohokare River,21234,20.25099325241641,Lesotho
2021-05-16,Mohokare River,21798,20.30171133229669,Lesotho
2021-05-17,Metolong Dam,22872,21.51010656336361,Lesotho
2021-05-18,Metolong Dam,22328,20.476810043430635,Lesotho
2021-05-19,Metolong Dam,20688,21.146065137910433,Lesotho
2021-05-20,Metolong Dam,20957,22.304345157137057,Lesotho
2021-05-21,Mohokare River,22200,22.79471504742853,Lesotho
2021-05-22,Metolong Dam,23357,23.996993808783056,Lesotho
2021-05-23,Metolong Dam,23123,20.586825334683077,Lesotho
2021-05-24,Metolong Dam,20957,23.669161846167658,Lesotho
2021-05-25,Mohokare River,21382,20.378373979140026,Lesotho
2021-05-26,Mohokare River,17528,21.02185540813543,Lesotho
2021-05-27,Metolong Dam,20832,23.560899775772473,Lesotho
2021-05-28,Mohokare River,20546,23.164855455188796,Lesotho
2021-05-29,Metolong Dam,23160,20.085552472324093,Lesotho
2021-05-30,Mohokare River,21567,20.88881090165654,Lesotho
2021-05-31,Mohokare River,22385,20.534626748244822,Lesotho
2021-06-01,Mohokare River,20868,20.904423627511832,Lesotho
2021-06-02,Mohokare River,22437,23.388881032306408,Lesotho
2021-06-03,Metolong Dam,21789,20.700757145213363,Lesotho
2021-06-04,Metolong Dam,20849,22.106723788086065,Lesotho
2021-06-05,Mohokare River,23046,23.78796964007073,Lesotho
2021-06-06,Mohokare River,30452,23.14969158244178,Lesotho
2021-06-07,Metolong Dam,19787,22.279263576463375,Lesotho
2021-06-08,Metolong Dam,21698,22.82955775673103,Lesotho
2021-06-09,Metolong Dam,20588,23.48727630483576,Lesotho
2021-06-10,Metolong Dam,21510,20.079945467544643,Lesotho
2021-06-11,Mohokare River,22487,21.203851161708105,Lesotho
2021-06-12,Metolong Dam,22403,23.07046796676507,Lesotho
2021-06-13,Mohokare River,22081,21.134516556053043,Lesotho
2021-06-14,Metolong Dam,23677,23.075397332430544,Lesotho
2021-06-15,Mohokare River,22399,22.794271225353192,Lesotho
2021-06-16,Mohokare River,23797,22.065083485074208,Lesotho
2021-06-17,Mohokare River,22639,22.071887335503593,Lesotho
2021-06-18,Metolong Dam,21230,23.089265286900602,Lesotho
2021-06-19,Metolong Dam,24433,23.12277874341921,Lesotho
2021-06-20,Mohokare River,24927,21.082105586093814,Lesotho
2021-06-21,Metolong Dam,22738,21.785351732479597,Lesotho
2021-06-22,Metolong Dam,23048,20.96035752857581,Lesotho
2021-06-23,Mohokare River,20994,14.556767389268945,Lesotho
2021-06-24,Mohokare River,18428,21.981985370114444,Lesotho
2021-06-25,Mohokare River,21678,22.197440160082984,Lesotho
2021-06-26,Metolong Dam,23776,21.246915497787615,Lesotho
2021-06-27,Mohokare River,21142,20.079515684948905,Lesotho
2021-06-28,Mohokare River,21650,20.663228194918418,Lesotho
2021-06-29,Metolong Dam,21482,22.844449870704036,Lesotho
2021-06-30,Metolong Dam,20129,23.51770072833155,Lesotho
2021-07-01,Mohokare River,27318,22.071419285432484,Lesotho
2021-07-02,Metolong Dam,21464,20.130370266869132,Lesotho
2021-07-03,Mohokare River,21620,23.305868114684134,Lesotho
2021-07-04,Metolong Dam,22520,21.587224249451026,Lesotho
2021-07-05,Metolong Dam,17732,20.13236965755185,Lesotho
2021-07-06,Mohokare River,22612,22.522928708391575,Lesotho
2021-07-07,Mohokare River,21480,23.745210038559748,Lesotho
2021-07-08,Mohokare River,23249,23.95165705622564,Lesotho
2021-07-09,Metolong Dam,23110,20.17297023776028,Lesotho
2021-07-10,Metolong Dam,20943,21.75432757255664,Lesotho
2021-07-11,Metolong Dam,22686,22.80804341579848,Lesotho
2021-07-12,Metolong Dam,24385,22.891620568161514,Lesotho
2021-07-13,Metolong Dam,20960,21.45065929819538,Lesotho
2021-07-14,Mohokare River,22751,21.579778723672284,Lesotho
2021-07-15,Mohokare River,19053,21.84353719138847,Lesotho
2021-07-16,Mohokare River,21160,21.823189464819777,Lesotho
2021-07-17,Mohokare River,24847,20.637148830504497,Lesotho
2021-07-18,Metolong Dam,20801,22.40624372267602,Lesotho
2021-07-19,Metolong Dam,34251,21.694163220166967,Lesotho
2021-07-20,Mohokare River,20767,20.694445217209775,Lesotho
2021-07-21,Metolong Dam,26915,20.096323864039604,Lesotho
2021-07-22,Metolong Dam,26208,22.13164184817805,Lesotho
2021-07-23,Metolong Dam,22630,23.103704098314942,Lesotho
2021-07-24,Mohokare River,21421,22.48882128082591,Lesotho
2021-07-25,Mohokare River,25424,20.548957138378103,Lesotho
2021-07-26,Metolong Dam,17909,19.67810547468287,Lesotho
2021-07-27,Metolong Dam,19261,18.73514337898207,Lesotho
2021-07-28,Metolong Dam,26042,22.777965434156464,Lesotho
2021-07-29,Metolong Dam,20411,23.298012612908632,Lesotho
2021-07-30,Mohokare River,23246,23.3100327098947,Lesotho
2021-07-31,Metolong Dam,19864,21.243420194553778,Lesotho
2021-08-01,Metolong Dam,24420,23.587473458367228,Lesotho
2021-08-02,Mohokare River,21619,21.97497890241671,Lesotho
2021-08-03,Metolong Dam,24670,21.537464348398068,Lesotho
2021-08-04,Mohokare River,21636,22.72067837651487,Lesotho
2021-08-05,Metolong Dam,27457,20.343391274703123,Lesotho
2021-08-06,Mohokare River,22747,21.101435121187336,Lesotho
2021-08-07,Mohokare River,19248,18.21838500103368,Lesotho
2021-08-08,Metolong Dam,24914,22.594460787847314,Lesotho
2021-08-09,Metolong Dam,23359,21.737021714671776,Lesotho
2021-08-10,Mohokare River,25672,22.618926475828413,Lesotho
2021-08-11,Mohokare River,23649,21.080123586521555,Lesotho
2021-08-12,Mohokare River,23810,21.802099625780997,Lesotho
2021-08-13,Mohokare River,22592,22.97344107657847,Lesotho
2021-08-14,Metolong Dam,20043,21.316163539432793,Lesotho
2021-08-15,Metolong Dam,22302,22.410611474435964,Lesotho
2021-08-16,Metolong Dam,23032,23.108262851386687,Lesotho
2021-08-17,Metolong Dam,20312,20.105476106392892,Lesotho
2021-08-18,Mohokare River,23378,20.121520534680208,Lesotho
2021-08-19,Metolong Dam,21339,20.859247361990725,Lesotho
2021-08-20,Mohokare River,21908,20.628077346990597,Lesotho
2021-08-21,Mohokare River,21018,22.74228442651369,Lesotho
2021-08-22,Metolong Dam,22795,21.000838411001123,Lesotho
2021-08-23,Mohokare River,25728,20.332406825378722,Lesotho
2021-08-24,Metolong Dam,24286,21.884847312308437,Lesotho
2021-08-25,Mohokare River,22646,23.08537980957059,Lesotho
2021-08-26,Mohokare River,23823,21.320042895397386,Lesotho
2021-08-27,Mohokare River,25439,21.192308286191654,Lesotho
2021-08-28,Metolong Dam,22196,20.137399819109486,Lesotho
2021-08-29,Metolong Dam,18051,17.527821788984035,Lesotho
2021-08-30,Metolong Dam,22409,21.164389652308394,Lesotho
2021-08-31,Mohokare River,22922,20.700177760834563,Lesotho
2021-09-01,Mohokare River,21684,23.267376429073423,Lesotho
2021-09-02,Mohokare River,22329,23.584403919225114,Lesotho
2021-09-03,Mohokare River,20866,20.541202270572448,Lesotho
2021-09-04,Mohokare River,23469,21.19479477693434,Lesotho
2021-09-05,Metolong Dam,24481,20.98929739982242,Lesotho
2021-09-06,Metolong Dam,20632,20.356222199320015,Lesotho
2021-09-07,Metolong Dam,21721,23.679753234851265,Lesotho
2021-09-08,Metolong Dam,26097,22.593355072776966,Lesotho
2021-09-09,Metolong Dam,23899,21.225082808963943,Lesotho
2021-09-10,Metolong Dam,22627,20.177011515422464,Lesotho
2021-09-11,Metolong Dam,23698,21.851570264088643,Lesotho
2021-09-12,Mohokare River,20736,21.78905965855074,Lesotho
2021-09-13,Mohokare River,22903,21.814760335017752,Lesotho
2021-09-14,Mohokare River,22006,21.616617446335614,Lesotho
2021-09-15,Metolong Dam,21652,23.51033864581802,Lesotho
2021-09-16,Metolong Dam,21106,20.540825899316697,Lesotho
2021-09-17,Metolong Dam,25227,20.99495385697911,Lesotho
2021-09-18,Mohokare River,21823,21.464475768112358,Lesotho
2021-09-19,Metolong Dam,21558,22.97004400267683,Lesotho
2021-09-20,Metolong Dam,19699,21.138642602338454,Lesotho
2021-09-21,Metolong Dam,20727,23.078552669810456,Lesotho
2021-09-22,Mohokare River,22217,20.31348864942345,Lesotho
2021-09-23,Mohokare River,22728,20.43764233335302,Lesotho
2021-09-24,Metolong Dam,25115,20.674655546819867,Lesotho
2021-09-25,Mohokare River,22764,22.196905768596107,Lesotho
2021-09-26,Metolong Dam,25364,23.40604107395588,Lesotho
2021-09-27,Mohokare River,23425,20.281451512546198,Lesotho
2021-09-28,Mohokare River,19267,11.149538344971994,Lesotho
2021-09-29,Metolong Dam,24532,22.336589397730847,Lesotho
2021-09-30,Metolong Dam,22326,23.037778348871246,Lesotho
2021-10-01,Metolong Dam,23802,21.54755403163238,Lesotho
2021-10-02,Mohokare River,20396,22.727127443735213,Lesotho
2021-10-03,Mohokare River,26644,23.63470421095881,Lesotho
2021-10-04,Mohokare River,21593,23.075440278636155,Lesotho
2021-10-05,Metolong Dam,24133,23.076865112144368,Lesotho
2021-10-06,Metolong Dam,21839,23.799821493599254,Lesotho
2021-10-07,Mohokare River,19562,22.40076555777264,Lesotho
2021-10-08,Metolong Dam,24174,23.750909648584347,Lesotho
2021-10-09,Mohokare River,22246,20.71175716369465,Lesotho
2021-10-10,Mohokare River,18620,22.035639721477423,Lesotho
2021-10-11,Metolong Dam,22698,20.884995148100003,Lesotho
2021-10-12,Metolong Dam,20133,21.862635607710793,Lesotho
2021-10-13,Metolong Dam,23760,22.28514850708355,Lesotho
2021-10-14,Mohokare River,24114,20.980070152101522,Lesotho
2021-10-15,Metolong Dam,22734,23.610816309685923,Lesotho
2021-10-16,Mohokare River,25825,23.14971897320528,Lesotho
2021-10-17,Mohokare River,22736,21.85910490225355,Lesotho
2021-10-18,Metolong Dam,22193,20.9109650431701,Lesotho
2021-10-19,Mohokare River,22990,22.680455420969537,Lesotho
2021-10-20,Mohokare River,26351,20.434822596621675,Lesotho
2021-10-21,Mohokare River,25473,23.738188836968696,Lesotho
2021-10-22,Metolong Dam,27916,22.33149838245259,Lesotho
2021-10-23,Mohokare River,19610,18.59480945081209,Lesotho
2021-10-24,Metolong Dam,22671,21.760769318748487,Lesotho
2021-10-25,Metolong Dam,21094,21.35714007600887,Lesotho
2021-10-26,Metolong Dam,22474,20.688457666411825,Lesotho
2021-10-27,Metolong Dam,21561,22.739849860223522,Lesotho
2021-10-28,Metolong Dam,23726,23.817424536560566,Lesotho
2021-10-29,Mohokare River,26160,21.907756405528904,Lesotho
2021-10-30,Metolong Dam,24187,22.20912838501143,Lesotho
2021-10-31,Mohokare River,21758,22.649579062550114,Lesotho
2021-11-01,Metolong Dam,22043,22.733729206754937,Lesotho
2021-11-02,Metolong Dam,22845,22.892454286574733,Lesotho
2021-11-03,Mohokare River,23998,20.580800312273986,Lesotho
2021-11-04,Metolong Dam,18705,21.192787173308066,Lesotho
2021-11-05,Metolong Dam,24422,21.991045196145443,Lesotho
2021-11-06,Metolong Dam,23791,23.948392836620037,Lesotho
2021-11-07,Mohokare River,22118,22.651473824857035,Lesotho
2021-11-08,Metolong Dam,22267,21.762592754283112,Lesotho
2021-11-09,Metolong Dam,26118,20.359080819606135,Lesotho
2021-11-10,Metolong Dam,25202,23.789102237384824,Lesotho
2021-11-11,Mohokare River,22141,21.622392574837015,Lesotho
2021-11-12,Metolong Dam,22037,22.413287261069556,Lesotho
2021-11-13,Metolong Dam,21717,21.370461941757394,Lesotho
2021-11-14,Mohokare River,21914,20.855151745586863,Lesotho
2021-11-15,Mohokare River,17226,20.07588393386319,Lesotho
2021-11-16,Mohokare River,21534,23.812592098826443,Lesotho
2021-11-17,Metolong Dam,22637,22.091880571263715,Lesotho
2021-11-18,Mohokare River,24356,22.625214996807493,Lesotho
2021-11-19,Mohokare River,18716,21.722881138391084,Lesotho
2021-11-20,Mohokare River,21333,22.375709740330006,Lesotho
2021-11-21,Metolong Dam,20190,20.759842998884555,Lesotho
2021-11-22,Mohokare River,22993,23.655131197556997,Lesotho
2021-11-23,Metolong Dam,23705,20.9226905359286,Lesotho
2021-11-24,Mohokare River,23628,21.050936912262888,Lesotho
2021-11-25,Mohokare River,22987,22.904408341372243,Lesotho
2021-11-26,Metolong Dam,18823,19.16073112210593,Lesotho
2021-11-27,Metolong Dam,23168,20.22652101283174,Lesotho
2021-11-28,Mohokare River,23693,23.387221123333433,Lesotho
2021-11-29,Mohokare River,24855,20.904463250438926,Lesotho
2021-11-30,Metolong Dam,20789,22.925978822176635,Lesotho
2021-12-01,Metolong Dam,21355,22.84616209893586,Lesotho
2021-12-02,Mohokare River,22543,23.821905377592476,Lesotho
2021-12-03,Metolong Dam,21392,23.46486957299169,Lesotho
2021-12-04,Metolong Dam,21422,21.49380612024378,Lesotho
2021-12-05,Mohokare River,23277,22.23177788904864,Lesotho
2021-12-06,Metolong Dam,22876,20.77133529283752,Lesotho
2021-12-07,Mohokare River,23387,20.941561405465283,Lesotho
2021-12-08,Metolong Dam,19861,18.876610107908547,Lesotho
2021-12-09,Metolong Dam,22729,23.158930797799947,Lesotho
2021-12-10,Mohokare River,24930,22.12082059345493,Lesotho
2021-12-11,Metolong Dam,24274,22.878596081558655,Lesotho
2021-12-12,Metolong Dam,20132,23.103803224479307,Lesotho
2021-12-13,Mohokare River,21538,20.503315210148962,Lesotho
2021-12-14,Mohokare River,19828,21.690397219383346,Lesotho
2021-12-15,Metolong Dam,21272,21.16680922145794,Lesotho
2021-12-16,Mohokare River,22174,23.072880359523143,Lesotho
2021-12-17,Mohokare River,20447,20.021089217906006,Lesotho
2021-12-18,Metolong Dam,24402,21.768653946689255,Lesotho
2021-12-19,Mohokare River,23522,10.66884815880597,Lesotho
2021-12-20,Metolong Dam,23427,23.446724213776264,Lesotho
2021-12-21,Metolong Dam,21365,20.39572511008415,Lesotho
2021-12-22,Mohokare River,19073,18.188178912677916,Lesotho
2021-12-23,Metolong Dam,25548,21.50136123162278,Lesotho
2021-12-24,Metolong Dam,24142,10.903899582875983,Lesotho
2021-12-25,Metolong Dam,24901,22.02710754735182,Lesotho
2021-12-26,Mohokare River,20625,20.72387861205299,Lesotho
2021-12-27,Mohokare River,22762,23.98218655717296,Lesotho
2021-12-28,Metolong Dam,22181,21.89872693035413,Lesotho
2021-12-29,Mohokare River,25753,23.65488640208165,Lesotho
2021-12-30,Metolong Dam,18040,19.232159279775676,Lesotho
2021-12-31,Metolong Dam,24480,23.909155120262223,Lesotho
2022-01-01,Mohokare River,20795,22.980618494439284,Lesotho
2022-01-02,Metolong Dam,22374,23.30613899339629,Lesotho
2022-01-03,Metolong Dam,23089,23.926240488638946,Lesotho
2022-01-04,Metolong Dam,23727,23.36029615920089,Lesotho
2022-01-05,Mohokare River,22598,22.127540474742577,Lesotho
2022-01-06,Metolong Dam,20897,23.168391192443284,Lesotho
2022-01-07,Mohokare River,18419,19.835318761057003,Lesotho
2022-01-08,Mohokare River,21424,21.317340454596124,Lesotho
2022-01-09,Metolong Dam,23391,23.994791409995017,Lesotho
2022-01-10,Mohokare River,24495,20.73585254303152,Lesotho
2022-01-11,Mohokare River,21178,20.217558349292485,Lesotho
2022-01-12,Mohokare River,27387,12.52071111600336,Lesotho
2022-01-13,Metolong Dam,22477,20.431593559366863,Lesotho
2022-01-14,Mohokare River,21178,17.672020759946612,Lesotho
2022-01-15,Metolong Dam,23576,20.19497035123264,Lesotho
2022-01-16,Metolong Dam,22272,22.25294126382572,Lesotho
2022-01-17,Mohokare River,23843,20.937962461176088,Lesotho
2022-01-18,Metolong Dam,21339,22.590512626954773,Lesotho
2022-01-19,Mohokare River,22089,22.116075432549124,Lesotho
2022-01-20,Metolong Dam,22577,23.73589592560768,Lesotho
2022-01-21,Metolong Dam,20419,23.583752563363667,Lesotho
2022-01-22,Mohokare River,22736,20.329328599131774,Lesotho
2022-01-23,Metolong Dam,26876,20.028853421899797,Lesotho
2022-01-24,Metolong Dam,25588,20.764120564804287,Lesotho
2022-01-25,Metolong Dam,22071,20.99447800450081,Lesotho
2022-01-26,Mohokare River,19391,18.278492839619666,Lesotho
2022-01-27,Metolong Dam,23413,22.38788495991533,Lesotho
2022-01-28,Metolong Dam,24061,22.630967377318758,Lesotho
2022-01-29,Mohokare River,22865,14.229200198490233,Lesotho
2022-01-30,Mohokare River,22086,23.946085792452315,Lesotho
2022-01-31,Mohokare River,23808,23.186283452481746,Lesotho
2022-02-01,Metolong Dam,18493,21.03725716740351,Lesotho
2022-02-02,Metolong Dam,20994,20.75831416581499,Lesotho
2022-02-03,Metolong Dam,23298,21.540494740924252,Lesotho
2022-02-04,Metolong Dam,22245,23.83453842839327,Lesotho
2022-02-05,Metolong Dam,21003,21.39240187742722,Lesotho
2022-02-06,Mohokare River,25097,23.465738232349953,Lesotho
2022-02-07,Mohokare River,20808,21.919670054297544,Lesotho
2022-02-08,Mohokare River,20615,23.478390745722116,Lesotho
2022-02-09,Metolong Dam,25282,22.162130177736795,Lesotho
2022-02-10,Mohokare River,19462,19.080844204091665,Lesotho
2022-02-11,Mohokare River,18986,20.5842373471178,Lesotho
2022-02-12,Metolong Dam,23350,23.8053102297383,Lesotho
2022-02-13,Metolong Dam,22284,20.92669303436521,Lesotho
2022-02-14,Metolong Dam,23082,20.749339299793572,Lesotho
2022-02-15,Metolong Dam,21755,21.191583017247787,Lesotho
2022-02-16,Mohokare River,22333,23.364134680658303,Lesotho
2022-02-17,Metolong Dam,23631,21.270757107001476,Lesotho
2022-02-18,Metolong Dam,21862,21.46800296903011,Lesotho
2022-02-19,Metolong Dam,20672,22.46042102201563,Lesotho
2022-02-20,Mohokare River,22858,21.10672752513821,Lesotho
2022-02-21,Metolong Dam,19233,20.90278948396472,Lesotho
2022-02-22,Metolong Dam,21689,21.591513384701337,Lesotho
2022-02-23,Mohokare River,18301,18.227415054319177,Lesotho
2022-02-24,Metolong Dam,21419,23.78233362262443,Lesotho
2022-02-25,Mohokare River,24570,20.998530548421233,Lesotho
2022-02-26,Mohokare River,21988,21.81055002269968,Lesotho
2022-02-27,Metolong Dam,18558,18.65007771576331,Lesotho
2022-02-28,Mohokare River,22707,21.72163068078573,Lesotho
2022-03-01,Metolong Dam,20410,21.029049676396117,Lesotho
2022-03-02,Metolong Dam,25894,20.806419646209726,Lesotho
2022-03-03,Mohokare River,20939,23.042755127559957,Lesotho
2022-03-04,Metolong Dam,22444,23.75663237947662,Lesotho
2022-03-05,Mohokare River,19437,16.900797664695542,Lesotho
2022-03-06,Metolong Dam,19421,20.14787849946774,Lesotho
2022-03-07,Metolong Dam,23372,23.385551282423386,Lesotho
2022-03-08,Mohokare River,23952,23.613595152493716,Lesotho
2022-03-09,Metolong Dam,24230,22.093494725763648,Lesotho
2022-03-10,Mohokare River,19831,18.7285930633713,Lesotho
2022-03-11,Mohokare River,22208,21.301368582866484,Lesotho
2022-03-12,Metolong Dam,22296,21.881092347948886,Lesotho
2022-03-13,Mohokare River,23089,23.19266105234835,Lesotho
2022-03-14,Mohokare River,22932,23.539899403195154,Lesotho
2022-03-15,Mohokare River,24783,16.868522261817624,Lesotho
2022-03-16,Metolong Dam,22836,21.9955367428574,Lesotho
2022-03-17,Metolong Dam,16854,19.31386251091166,Lesotho
2022-03-18,Metolong Dam,20668,23.38019469947206,Lesotho
2022-03-19,Metolong Dam,22715,20.050426332273364,Lesotho
2022-03-20,Mohokare River,21206,20.560711402902204,Lesotho
2022-03-21,Metolong Dam,23617,22.067814422893868,Lesotho
2022-03-22,Metolong Dam,27156,21.845915552892475,Lesotho
2022-03-23,Mohokare River,27567,23.655147714137087,Lesotho
2022-03-24,Mohokare River,21687,23.83596984254977,Lesotho
2022-03-25,Metolong Dam,23846,20.22066245218077,Lesotho
2022-03-26,Metolong Dam,24268,23.604496148365115,Lesotho
2022-03-27,Metolong Dam,21337,23.007568700739935,Lesotho
2022-03-28,Metolong Dam,22382,20.422817981255253,Lesotho
2022-03-29,Metolong Dam,23820,21.383108206143756,Lesotho
2022-03-30,Metolong Dam,22327,23.028241619006092,Lesotho
2022-03-31,Mohokare River,21886,23.129319111240196,Lesotho
2022-04-01,Metolong Dam,23471,21.84791594081975,Lesotho
2022-04-02,Mohokare River,23796,20.979838130185758,Lesotho
2022-04-03,Mohokare River,19495,21.20572811396842,Lesotho
2022-04-04,Mohokare River,17315,19.502335489018943,Lesotho
2022-04-05,Mohokare River,20412,20.9199626281273,Lesotho
2022-04-06,Metolong Dam,26382,22.43530966261871,Lesotho
2022-04-07,Mohokare River,16065,19.997738346103578,Lesotho
2022-04-08,Mohokare River,24876,23.082572130601545,Lesotho
2022-04-09,Metolong Dam,23462,23.155507408196293,Lesotho
2022-04-10,Metolong Dam,19689,20.062579356411668,Lesotho
2022-04-11,Metolong Dam,22514,20.419328036699017,Lesotho
2022-04-12,Metolong Dam,22293,23.705240647177018,Lesotho
2022-04-13,Metolong Dam,20256,21.217267476766743,Lesotho
2022-04-14,Mohokare River,24222,23.290205354450453,Lesotho
2022-04-15,Mohokare River,25698,22.065059242424823,Lesotho
2022-04-16,Metolong Dam,18857,19.705027278138843,Lesotho
2022-04-17,Mohokare River,23194,21.57746802152772,Lesotho
2022-04-18,Metolong Dam,23954,21.392823798878002,Lesotho
2022-04-19,Mohokare River,22111,21.93062568285956,Lesotho
2022-04-20,Mohokare River,21777,22.17683121345867,Lesotho
2022-04-21,Mohokare River,24927,23.246415102309598,Lesotho
2022-04-22,Metolong Dam,24126,21.461214664472458,Lesotho
2022-04-23,Mohokare River,22090,22.59056284290512,Lesotho
2022-04-24,Mohokare River,22239,23.863394427041964,Lesotho
2022-04-25,Mohokare River,21116,23.664164465243488,Lesotho
2022-04-26,Mohokare River,19941,20.499567093750862,Lesotho
2022-04-27,Mohokare River,22966,20.94724597864494,Lesotho
2022-04-28,Mohokare River,26519,22.552535503405007,Lesotho
2022-04-29,Mohokare River,23185,23.341757629034777,Lesotho
2022-04-30,Mohokare River,25929,20.58442335164585,Lesotho
2022-05-01,Metolong Dam,21151,20.672744514646975,Lesotho
2022-05-02,Mohokare River,24886,20.52448271999206,Lesotho
2022-05-03,Metolong Dam,23305,20.648898172100033,Lesotho
2022-05-04,Mohokare River,20544,21.952323911353826,Lesotho
2022-05-05,Metolong Dam,22560,21.163381512313954,Lesotho
2022-05-06,Metolong Dam,18979,22.936457423718053,Lesotho
2022-05-07,Metolong Dam,25028,23.808288395049527,Lesotho
2022-05-08,Metolong Dam,21801,23.311666155489494,Lesotho
2022-05-09,Metolong Dam,21318,23.317113107802513,Lesotho
2022-05-10,Metolong Dam,21951,20.418343064384022,Lesotho
2022-05-11,Mohokare River,21866,22.40193885947183,Lesotho
2022-05-12,Mohokare River,24824,22.565102637988346,Lesotho
2022-05-13,Metolong Dam,23420,22.003845322990234,Lesotho
2022-05-14,Mohokare River,23471,22.125722376869923,Lesotho
2022-05-15,Metolong Dam,25782,22.530462054240058,Lesotho
2022-05-16,Metolong Dam,21232,21.644291191494744,Lesotho
2022-05-17,Mohokare River,20769,23.02201716904379,Lesotho
2022-05-18,Mohokare River,20290,22.36649488288659,Lesotho
2022-05-19,Mohokare River,18648,17.523777671115255,Lesotho
2022-05-20,Metolong Dam,24679,23.86738948472582,Lesotho
2022-05-21,Metolong Dam,21710,21.77393979455894,Lesotho
2022-05-22,Metolong Dam,20719,23.685435096015524,Lesotho
2022-05-23,Metolong Dam,24569,22.30567760135935,Lesotho
2022-05-24,Mohokare River,22833,23.791210809337464,Lesotho
2022-05-25,Mohokare River,26573,20.635434729229292,Lesotho
2022-05-26,Mohokare River,24797,23.935248048598872,Lesotho
2022-05-27,Mohokare River,19815,19.478743266345838,Lesotho
2022-05-28,Mohokare River,18531,21.63673186938819,Lesotho
2022-05-29,Mohokare River,22216,21.969256746337514,Lesotho
2022-05-30,Mohokare River,21240,23.57508304512181,Lesotho
2022-05-31,Mohokare River,18693,18.74579358549499,Lesotho
2022-06-01,Mohokare River,19561,21.435883913509915,Lesotho
2022-06-02,Metolong Dam,21203,20.468823676326153,Lesotho
2022-06-03,Metolong Dam,22709,23.511077105362,Lesotho
