country,zone,date_MMYY,households,tests_chlorine,tests_ecoli,tests_conducted_chlorine,test_conducted_ecoli,test_passed_chlorine,tests_passed_ecoli,w_supplied,total_consumption,metered,ww_capacity
cameroon,Yaounde 1,Apr/23,278116,150,150,134,112,107,103,484052.00,1174770.00,293253.00,12418.00
cameroon,Yaounde 1,May/23,278116,200,200,140,196,131,172,394461.00,838452.00,293249.00,89000.00
cameroon,Yaounde 1,Jun/23,278116,100,200,85,195,76,191,101805.00,233426.00,326163.00,26314.00
cameroon,Yaounde 1,Jul/23,278116,100,200,75,145,60,139,488997.00,1182395.00,332667.00,16382.00
cameroon,Yaounde 1,Aug/23,278116,100,100,70,82,58,73,326261.00,751266.00,335155.00,39717.00
cameroon,Yaounde 1,Sep/23,278116,200,100,148,71,125,57,109298.00,255816.00,248055.00,49685.00
cameroon,Yaounde 1,Oct/23,278116,150,200,150,158,137,153,129906.00,260525.00,274666.00,48514.00
cameroon,Yaounde 1,Nov/23,278116,150,100,140,98,135,80,190646.00,409773.00,245023.00,10178.00
cameroon,Yaounde 1,Dec/23,278116,150,150,139,106,132,98,269114.00,637601.00,291542.00,48917.00
cameroon,Yaounde 2,Jan/23,115507,200,200,169,190,141,171,351335.00,860035.00,142567.00,40767.00
cameroon,Yaounde 2,Feb/23,115507,100,150,72,115,68,103,117164.00,260513.00,117651.00,78330.00
cameroon,Yaounde 2,Mar/23,115507,200,150,182,136,150,134,219895.00,472033.00,137227.00,12994.00
cameroon,Yaounde 2,Apr/23,115507,100,100,91,82,73,77,143715.00,314549.00,132367.00,53264.00
cameroon,Yaounde 2,May/23,115507,200,200,140,177,115,168,131926.00,296232.00,103867.00,49583.00
cameroon,Yaounde 2,Jun/23,115507,150,100,150,87,124,78,238080.00,547022.00,103566.00,20212.00
cameroon,Yaounde 2,Jul/23,115507,150,100,131,86,123,83,219608.00,521103.00,146701.00,4373.00
cameroon,Yaounde 2,Aug/23,115507,200,100,184,81,157,73,367438.00,917829.00,113333.00,18517.00
cameroon,Yaounde 2,Sep/23,115507,100,100,74,91,73,86,196416.00,412248.00,132816.00,43927.00
cameroon,Yaounde 2,Oct/23,115507,150,150,109,111,96,90,498341.00,1030936.00,107472.00,65599.00
cameroon,Yaounde 2,Nov/23,115507,100,150,76,107,73,101,439281.00,922722.00,124449.00,62358.00
cameroon,Yaounde 2,Dec/23,115507,100,200,74,143,65,124,454979.00,1105590.00,139406.00,47373.00
cameroon,Yaounde 3,Jan/23,75054,200,150,197,140,166,126,315886.00,711250.00,92183.00,9632.00
cameroon,Yaounde 3,Feb/23,75054,150,150,140,124,118,105,250704.00,609534.00,79657.00,15552.00
cameroon,Yaounde 3,Mar/23,75054,100,100,97,98,91,90,312994.00,761431.00,70058.00,26899.00
cameroon,Yaounde 3,Apr/23,75054,200,100,164,76,132,67,353897.00,875820.00,86415.00,75781.00
cameroon,Yaounde 3,May/23,75054,200,200,197,158,178,141,355820.00,834241.00,80476.00,88784.00
cameroon,Yaounde 3,Jun/23,75054,200,150,185,109,169,92,308369.00,756740.00,92236.00,10164.00
cameroon,Yaounde 3,Jul/23,75054,100,200,72,193,61,172,252855.00,521801.00,79977.00,53942.00
cameroon,Yaounde 3,Aug/23,75054,100,150,99,129,86,106,112365.00,228460.00,72300.00,18362.00
cameroon,Yaounde 3,Sep/23,75054,100,100,94,71,80,63,196746.00,490805.00,69888.00,6024.00
cameroon,Yaounde 3,Oct/23,75054,100,100,96,85,81,82,345409.00,725109.00,86363.00,53969.00
cameroon,Yaounde 3,Nov/23,75054,200,150,149,127,125,126,341138.00,829903.00,72781.00,17260.00
cameroon,Yaounde 3,Dec/23,75054,200,200,177,149,148,143,461003.00,938692.00,75552.00,11423.00
cameroon,Yaounde 4,Jan/23,122839,150,150,148,146,144,120,477405.00,1041412.00,110285.00,43634.00
cameroon,Yaounde 4,Feb/23,122839,100,100,96,80,81,68,265351.00,580932.00,153131.00,69346.00
cameroon,Yaounde 4,Mar/23,122839,100,200,86,193,86,180,223535.00,524936.00,146988.00,16388.00
cameroon,Yaounde 4,Apr/23,122839,200,150,177,121,167,103,191335.00,408917.00,155943.00,11029.00
cameroon,Yaounde 4,May/23,122839,150,150,141,141,131,125,177394.00,428777.00,120386.00,10267.00
cameroon,Yaounde 4,Jun/23,122839,100,150,72,114,71,101,288977.00,632411.00,118967.00,65908.00
cameroon,Yaounde 4,Jul/23,122839,100,100,94,72,82,59,453342.00,922273.00,109109.00,49375.00
cameroon,Yaounde 4,Aug/23,122839,150,200,106,171,92,147,367246.00,865852.00,121499.00,42213.00
cameroon,Yaounde 4,Sep/23,122839,100,100,84,89,80,88,389290.00,868853.00,113313.00,64639.00
cameroon,Yaounde 4,Oct/23,122839,200,200,154,153,147,149,343192.00,692251.00,106571.00,63826.00
cameroon,Yaounde 4,Nov/23,122839,150,150,126,128,119,110,347245.00,788081.00,108383.00,24396.00
cameroon,Yaounde 4,Dec/23,122839,200,100,193,73,177,62,362148.00,798720.00,107724.00,15473.00
cameroon,Yaounde 5,Jan/23,37460,100,150,81,149,67,131,374073.00,833334.00,47024.00,58285.00
cameroon,Yaounde 5,Feb/23,37460,100,100,99,77,83,76,229183.00,483291.00,49166.00,28181.00
cameroon,Yaounde 5,Mar/23,37460,100,150,80,114,78,100,241414.00,543661.00,50503.00,57563.00
cameroon,Yaounde 5,Apr/23,37460,100,150,97,133,91,129,229026.00,497059.00,41193.00,11270.00
cameroon,Yaounde 5,May/23,37460,150,100,147,77,128,68,108810.00,222529.00,42400.00,34383.00
cameroon,Yaounde 5,Jun/23,37460,200,100,157,91,150,83,128574.00,285098.00,53434.00,57211.00
cameroon,Yaounde 5,Jul/23,37460,200,100,177,92,161,91,324550.00,653466.00,44007.00,48880.00
cameroon,Yaounde 5,Aug/23,37460,150,150,148,110,147,106,400996.00,888776.00,52102.00,29979.00
cameroon,Yaounde 5,Sep/23,37460,100,150,72,133,59,113,297538.00,603159.00,41766.00,27527.00
cameroon,Yaounde 5,Oct/23,37460,150,150,120,122,108,106,281677.00,621065.00,39355.00,11047.00
cameroon,Yaounde 5,Nov/23,37460,200,150,165,144,158,135,141813.00,286143.00,45430.00,56446.00
cameroon,Yaounde 5,Dec/23,37460,200,100,192,96,174,85,384911.00,849782.00,39061.00,49922.00
cameroon,Yaounde 6,Jan/23,70579,200,100,168,95,162,91,235243.00,510735.00,77403.00,57547.00
cameroon,Yaounde 6,Feb/23,70579,100,100,95,79,82,77,102462.00,214533.00,69536.00,47244.00
cameroon,Yaounde 6,Mar/23,70579,100,100,97,80,93,64,291771.00,590590.00,81478.00,74575.00
cameroon,Yaounde 6,Apr/23,70579,100,150,83,119,82,107,281792.00,593563.00,68680.00,39222.00
cameroon,Yaounde 6,May/23,70579,150,100,134,84,114,73,186945.00,389812.00,67337.00,69957.00
cameroon,Yaounde 6,Jun/23,70579,100,200,94,162,94,151,188428.00,410753.00,70011.00,56973.00
cameroon,Yaounde 6,Jul/23,70579,100,200,88,160,81,142,465908.00,975624.00,73745.00,36884.00
cameroon,Yaounde 6,Aug/23,70579,150,150,111,126,104,123,314051.00,753271.00,94719.00,59053.00
cameroon,Yaounde 6,Sep/23,70579,200,150,170,116,166,100,232802.00,478795.00,72743.00,65162.00
cameroon,Yaounde 6,Oct/23,70579,200,150,177,125,161,122,438337.00,940555.00,65846.00,24737.00
cameroon,Yaounde 6,Nov/23,70579,150,150,124,108,116,88,372915.00,893105.00,71048.00,49035.00
cameroon,Yaounde 6,Dec/23,70579,200,100,190,85,183,79,229475.00,493536.00,89345.00,32951.00
cameroon,Yaounde 7,Jan/23,39280,150,200,147,143,120,143,136343.00,277460.00,41822.00,60467.00
cameroon,Yaounde 7,Feb/23,39280,200,100,163,96,145,87,155977.00,323440.00,30237.00,69889.00
cameroon,Yaounde 7,Mar/23,39280,100,100,97,86,95,80,191431.00,462736.00,35436.00,54114.00
cameroon,Yaounde 7,Apr/23,39280,200,100,173,73,155,72,371576.00,805135.00,43900.00,38088.00
cameroon,Yaounde 7,May/23,39280,150,100,143,78,117,76,342503.00,785639.00,38666.00,56438.00
cameroon,Yaounde 7,Jun/23,39280,200,200,166,144,163,128,331256.00,671566.00,39159.00,10950.00
cameroon,Yaounde 7,Jul/23,39280,200,200,168,156,141,146,419091.00,912746.00,39237.00,50746.00
cameroon,Yaounde 7,Aug/23,39280,150,100,109,86,89,72,132908.00,303051.00,37489.00,30615.00
cameroon,Yaounde 7,Sep/23,39280,200,100,188,70,176,64,383111.00,814563.00,45063.00,87183.00
cameroon,Yaounde 7,Oct/23,39280,100,200,88,144,75,131,247263.00,581590.00,40745.00,49321.00
cameroon,Yaounde 7,Nov/23,39280,200,150,148,116,130,94,448723.00,1060682.00,36993.00,76319.00
cameroon,Yaounde 7,Dec/23,39280,150,150,133,144,132,116,157517.00,368540.00,31132.00,61512.00
cameroon,Yaounde 1,Jan/24,283499,100,150,72,131,64,123,302945.00,751854.00,342452.00,79185.00
cameroon,Yaounde 1,Feb/24,283499,150,100,137,86,130,72,473217.00,1089238.00,328615.00,29376.00
cameroon,Yaounde 1,Mar/24,283499,100,200,74,146,61,128,260217.00,647719.00,376093.00,12845.00
cameroon,Yaounde 1,Apr/24,283499,100,200,75,168,74,140,128171.00,284034.00,355631.00,82537.00
cameroon,Yaounde 1,May/24,283499,200,100,145,95,144,81,430815.00,936120.00,331723.00,69118.00
cameroon,Yaounde 1,Jun/24,283499,200,150,194,119,173,108,496917.00,1163104.00,318196.00,100741.00
cameroon,Yaounde 1,Jul/24,283499,150,100,107,97,106,94,303012.00,732489.00,321706.00,73942.00
cameroon,Yaounde 1,Aug/24,283499,200,150,181,141,153,140,293358.00,704477.00,378650.00,65041.00
cameroon,Yaounde 1,Sep/24,283499,200,100,167,78,151,75,163743.00,382975.00,376057.00,19246.00
cameroon,Yaounde 1,Oct/24,283499,100,200,81,155,76,125,261495.00,601167.00,309740.00,41468.00
cameroon,Yaounde 1,Nov/24,283499,100,150,98,113,97,103,419538.00,918510.00,368251.00,31867.00
cameroon,Yaounde 1,Dec/24,283499,200,100,140,89,130,73,483811.00,1178039.00,336219.00,89624.00
cameroon,Yaounde 2,Jan/24,118801,100,150,90,118,73,110,411455.00,865164.00,136607.00,16009.00
cameroon,Yaounde 2,Feb/24,118801,200,200,155,150,143,120,195361.00,401195.00,128433.00,70764.00
cameroon,Yaounde 2,Mar/24,118801,150,100,138,92,129,77,409485.00,824691.00,150272.00,40792.00
cameroon,Yaounde 2,Apr/24,118801,150,100,106,89,98,88,131854.00,305107.00,165665.00,73540.00
cameroon,Yaounde 2,May/24,118801,100,200,73,178,60,177,135164.00,299022.00,158460.00,75682.00
cameroon,Yaounde 2,Jun/24,118801,100,150,75,141,68,125,152100.00,350708.00,122064.00,26677.00
cameroon,Yaounde 2,Jul/24,118801,100,150,86,137,81,113,200425.00,492827.00,158502.00,39214.00
cameroon,Yaounde 2,Aug/24,118801,100,200,85,175,75,156,200027.00,415107.00,143978.00,40541.00
cameroon,Yaounde 2,Sep/24,118801,150,150,116,107,95,103,202416.00,496279.00,174145.00,23803.00
cameroon,Yaounde 2,Oct/24,118801,200,200,142,196,140,190,437211.00,1034623.00,168368.00,13311.00
cameroon,Yaounde 2,Nov/24,118801,150,200,149,160,139,153,301630.00,675613.00,121467.00,5173.00
cameroon,Yaounde 2,Dec/24,118801,150,200,141,184,132,149,276065.00,673225.00,171309.00,63089.00
cameroon,Yaounde 3,Jan/24,77017,100,100,87,89,82,87,378315.00,795052.00,113771.00,48935.00
cameroon,Yaounde 3,Feb/24,77017,150,200,127,145,125,133,232856.00,573002.00,92400.00,30383.00
cameroon,Yaounde 3,Mar/24,77017,150,150,123,147,104,119,122388.00,282689.00,106966.00,13284.00
cameroon,Yaounde 3,Apr/24,77017,200,200,183,173,177,163,283076.00,630428.00,91523.00,84189.00
cameroon,Yaounde 3,May/24,77017,150,100,129,79,105,78,137823.00,316625.00,93981.00,8651.00
cameroon,Yaounde 3,Jun/24,77017,100,150,78,116,72,107,397648.00,869241.00,117355.00,8619.00
cameroon,Yaounde 3,Jul/24,77017,150,200,109,153,89,132,173864.00,406345.00,113119.00,43365.00
cameroon,Yaounde 3,Aug/24,77017,150,200,119,187,103,173,274658.00,669001.00,87997.00,90677.00
cameroon,Yaounde 3,Sep/24,77017,200,200,173,199,161,195,139077.00,287783.00,92832.00,23426.00
cameroon,Yaounde 3,Oct/24,77017,200,150,197,143,185,132,274788.00,656077.00,93116.00,89507.00
cameroon,Yaounde 3,Nov/24,77017,100,200,75,163,64,148,301549.00,689613.00,94342.00,30182.00
cameroon,Yaounde 3,Dec/24,77017,150,100,150,92,126,82,433690.00,940801.00,89274.00,24312.00
cameroon,Yaounde 4,Jan/24,129360,100,200,79,195,73,193,435014.00,990459.00,160891.00,13422.00
cameroon,Yaounde 4,Feb/24,129360,200,150,146,126,131,117,156767.00,355509.00,124412.00,62019.00
cameroon,Yaounde 4,Mar/24,129360,200,200,154,166,146,152,251205.00,625693.00,150589.00,8575.00
cameroon,Yaounde 4,Apr/24,129360,100,150,81,112,79,98,396516.00,802542.00,134837.00,27219.00
cameroon,Yaounde 4,May/24,129360,200,200,180,197,163,195,395710.00,978815.00,141321.00,39223.00
cameroon,Yaounde 4,Jun/24,129360,100,150,76,134,75,119,153865.00,341691.00,118518.00,26903.00
cameroon,Yaounde 4,Jul/24,129360,150,200,125,189,122,188,272213.00,665938.00,111819.00,27353.00
cameroon,Yaounde 4,Aug/24,129360,150,150,150,131,142,107,496856.00,1224672.00,140634.00,58397.00
cameroon,Yaounde 4,Sep/24,129360,100,100,91,88,77,78,130816.00,298373.00,157384.00,38418.00
cameroon,Yaounde 4,Oct/24,129360,150,150,121,113,100,90,193655.00,450495.00,149756.00,64322.00
cameroon,Yaounde 4,Nov/24,129360,150,200,124,190,105,159,411591.00,953803.00,151480.00,9706.00
cameroon,Yaounde 4,Dec/24,129360,200,100,161,99,133,91,139516.00,299594.00,160261.00,45986.00
cameroon,Yaounde 5,Jan/24,40303,100,200,75,172,74,162,118890.00,279894.00,37228.00,26013.00
cameroon,Yaounde 5,Feb/24,40303,200,100,195,83,182,72,298279.00,653204.00,52895.00,72021.00
cameroon,Yaounde 5,Mar/24,40303,100,200,90,161,74,138,402021.00,981720.00,50369.00,61296.00
cameroon,Yaounde 5,Apr/24,40303,150,200,110,164,105,153,307083.00,731006.00,42847.00,35043.00
cameroon,Yaounde 5,May/24,40303,100,200,99,173,83,169,147477.00,351880.00,45840.00,19352.00
cameroon,Yaounde 5,Jun/24,40303,100,150,94,146,92,132,477269.00,1060800.00,45071.00,55194.00
cameroon,Yaounde 5,Jul/24,40303,200,150,178,107,150,103,314052.00,753286.00,52965.00,69911.00
cameroon,Yaounde 5,Aug/24,40303,150,200,137,142,126,117,317485.00,773096.00,44392.00,20007.00
cameroon,Yaounde 5,Sep/24,40303,100,200,82,173,70,151,438368.00,1006496.00,42397.00,7630.00
cameroon,Yaounde 5,Oct/24,40303,200,150,143,141,132,125,367092.00,793034.00,46098.00,16516.00
cameroon,Yaounde 5,Nov/24,40303,150,150,118,106,104,101,296645.00,719009.00,36506.00,72228.00
cameroon,Yaounde 5,Dec/24,40303,200,100,149,79,139,75,107341.00,266886.00,41084.00,51681.00
cameroon,Yaounde 6,Jan/24,72354,150,150,123,142,108,119,101293.00,223686.00,70854.00,44197.00
cameroon,Yaounde 6,Feb/24,72354,200,200,181,191,173,156,283174.00,597214.00,97543.00,68766.00
cameroon,Yaounde 6,Mar/24,72354,150,200,110,154,101,139,374713.00,843103.00,96139.00,48514.00
cameroon,Yaounde 6,Apr/24,72354,100,100,81,87,75,71,304488.00,728889.00,67839.00,5207.00
cameroon,Yaounde 6,May/24,72354,200,200,156,146,135,128,176172.00,435923.00,85999.00,32899.00
cameroon,Yaounde 6,Jun/24,72354,150,100,107,91,96,80,353411.00,757389.00,76403.00,6881.00
cameroon,Yaounde 6,Jul/24,72354,200,100,189,88,168,76,376518.00,880143.00,75152.00,74186.00
cameroon,Yaounde 6,Aug/24,72354,200,100,171,97,148,95,389770.00,808652.00,77119.00,16352.00
cameroon,Yaounde 6,Sep/24,72354,200,100,189,98,182,92,151426.00,313960.00,72154.00,46767.00
cameroon,Yaounde 6,Oct/24,72354,200,100,148,74,141,65,469666.00,1072606.00,100242.00,23209.00
cameroon,Yaounde 6,Nov/24,72354,200,100,144,77,128,67,351867.00,813385.00,81422.00,64912.00
cameroon,Yaounde 6,Dec/24,72354,200,100,155,85,155,84,127260.00,255014.00,78968.00,37848.00
cameroon,Yaounde 7,Jan/24,41617,100,200,74,181,67,154,297529.00,715252.00,34060.00,54658.00
cameroon,Yaounde 7,Feb/24,41617,100,150,73,144,73,122,100968.00,208450.00,39597.00,53533.00
cameroon,Yaounde 7,Mar/24,41617,100,200,83,146,79,121,492881.00,1038691.00,32975.00,31827.00
cameroon,Yaounde 7,Apr/24,41617,200,100,180,100,162,84,369489.00,768100.00,32733.00,4647.00
cameroon,Yaounde 7,May/24,41617,200,200,168,185,135,176,312293.00,738254.00,37359.00,28498.00
cameroon,Yaounde 7,Jun/24,41617,200,150,151,145,146,120,483417.00,1042636.00,42242.00,56113.00
cameroon,Yaounde 7,Jul/24,41617,150,100,106,79,104,67,312857.00,748351.00,39998.00,43039.00
cameroon,Yaounde 7,Aug/24,41617,150,100,144,79,132,78,314881.00,777472.00,36188.00,33169.00
cameroon,Yaounde 7,Sep/24,41617,100,200,79,154,68,128,389203.00,811598.00,38269.00,58777.00
cameroon,Yaounde 7,Oct/24,41617,200,200,158,165,155,147,371815.00,926378.00,43428.00,46764.00
cameroon,Yaounde 7,Nov/24,41617,100,100,74,98,69,88,272783.00,585477.00,35629.00,76963.00
cameroon,Yaounde 7,Dec/24,41617,100,100,90,92,80,75,269767.00,632499.00,38412.00,16649.00
lesotho,Maseru Urban Council,Jan/20,48080,100,200,78,190,75,164,296057.00,603202.00,47822.00,43339.00
lesotho,Maseru Urban Council,Feb/20,48080,150,100,109,82,106,80,465472.00,1149182.00,62240.00,23967.00
lesotho,Maseru Urban Council,Mar/20,48080,100,100,88,90,76,81,305956.00,709574.00,54655.00,40964.00
lesotho,Maseru Urban Council,Apr/20,48080,200,200,162,152,138,143,138151.00,335859.00,61597.00,18911.00
lesotho,Maseru Urban Council,May/20,48080,150,200,113,182,110,176,219649.00,487431.00,52898.00,46560.00
lesotho,Maseru Urban Council,Jun/20,48080,150,200,145,155,123,128,206422.00,502109.00,46275.00,17337.00
lesotho,Maseru Urban Council,Jul/20,48080,150,100,131,81,125,80,494459.00,992157.00,48578.00,63460.00
lesotho,Maseru Urban Council,Aug/20,48080,100,150,89,109,85,107,224097.00,539414.00,42844.00,68604.00
lesotho,Maseru Urban Council,Sep/20,48080,100,150,91,107,90,91,266962.00,578016.00,41675.00,17356.00
lesotho,Maseru Urban Council,Oct/20,48080,200,200,145,151,125,134,279372.00,576634.00,46422.00,30405.00
lesotho,Maseru Urban Council,Nov/20,48080,150,150,135,130,134,110,473734.00,1032429.00,49148.00,40295.00
lesotho,Maseru Urban Council,Dec/20,48080,150,200,110,190,94,178,420208.00,1016654.00,50074.00,23088.00
lesotho,Maseru Rural Council,Jan/20,13563,200,150,178,110,153,98,435021.00,939245.00,16068.00,26639.00
lesotho,Maseru Rural Council,Feb/20,13563,150,150,139,121,130,109,316268.00,655812.00,18414.00,59974.00
lesotho,Maseru Rural Council,Mar/20,13563,150,200,140,159,113,150,457837.00,923807.00,16250.00,5259.00
lesotho,Maseru Rural Council,Apr/20,13563,150,200,129,173,116,164,230776.00,491866.00,17248.00,57113.00
lesotho,Maseru Rural Council,May/20,13563,150,100,142,98,131,89,297898.00,694159.00,18476.00,19008.00
lesotho,Maseru Rural Council,Jun/20,13563,100,100,78,75,78,66,127081.00,300323.00,18330.00,40611.00
lesotho,Maseru Rural Council,Jul/20,13563,200,150,160,129,159,107,179767.00,448340.00,16985.00,13576.00
lesotho,Maseru Rural Council,Aug/20,13563,150,150,117,139,112,127,373527.00,906046.00,13306.00,8326.00
lesotho,Maseru Rural Council,Sep/20,13563,150,150,131,126,110,125,167723.00,382740.00,18003.00,69573.00
lesotho,Maseru Rural Council,Oct/20,13563,150,200,137,141,127,138,449185.00,1037090.00,12490.00,13591.00
lesotho,Maseru Rural Council,Nov/20,13563,100,150,96,128,83,123,172118.00,381433.00,18032.00,72350.00
lesotho,Maseru Rural Council,Dec/20,13563,200,100,144,92,134,84,437931.00,1069382.00,18091.00,17697.00
lesotho,Rural Hinterland,Jan/20,20561,100,150,76,114,72,91,245668.00,506717.00,19176.00,86368.00
lesotho,Rural Hinterland,Feb/20,20561,100,150,83,114,78,99,118681.00,290550.00,24846.00,80525.00
lesotho,Rural Hinterland,Mar/20,20561,200,200,140,169,138,159,403014.00,936834.00,25646.00,25755.00
lesotho,Rural Hinterland,Apr/20,20561,150,100,108,92,91,79,371357.00,858201.00,19961.00,15609.00
lesotho,Rural Hinterland,May/20,20561,200,100,177,91,155,78,192421.00,409514.00,25131.00,31363.00
lesotho,Rural Hinterland,Jun/20,20561,200,200,172,149,168,137,481505.00,1039496.00,18816.00,23783.00
lesotho,Rural Hinterland,Jul/20,20561,200,100,191,99,173,83,490051.00,1029426.00,25698.00,54324.00
lesotho,Rural Hinterland,Aug/20,20561,100,200,74,153,65,144,113613.00,267491.00,20067.00,82488.00
lesotho,Rural Hinterland,Sep/20,20561,100,150,93,141,75,140,260251.00,570907.00,25345.00,30544.00
lesotho,Rural Hinterland,Oct/20,20561,150,150,117,109,113,98,265503.00,617341.00,24921.00,64631.00
lesotho,Rural Hinterland,Nov/20,20561,100,100,74,83,65,77,266145.00,612340.00,26496.00,29893.00
lesotho,Rural Hinterland,Dec/20,20561,200,100,151,94,121,77,443672.00,951238.00,21575.00,5301.00
lesotho,Maseru Urban Council,Jan/21,47565,200,150,200,123,179,112,332098.00,665565.00,70160.00,44597.00
lesotho,Maseru Urban Council,Feb/21,47565,200,150,160,131,135,122,361167.00,827996.00,51164.00,29672.00
lesotho,Maseru Urban Council,Mar/21,47565,150,150,134,107,124,92,468690.00,1006746.00,50240.00,74389.00
lesotho,Maseru Urban Council,Apr/21,47565,100,100,77,93,65,82,394003.00,829031.00,60725.00,51737.00
lesotho,Maseru Urban Council,May/21,47565,200,200,192,198,161,163,474505.00,1168682.00,56510.00,14307.00
lesotho,Maseru Urban Council,Jun/21,47565,100,150,92,137,78,114,225023.00,500599.00,61106.00,37406.00
lesotho,Maseru Urban Council,Jul/21,47565,200,150,200,136,191,134,219089.00,526431.00,65166.00,26598.00
lesotho,Maseru Urban Council,Aug/21,47565,150,150,126,120,103,105,284414.00,667162.00,54586.00,55390.00
lesotho,Maseru Urban Council,Sep/21,47565,150,150,139,130,131,106,433740.00,1020775.00,50711.00,20221.00
lesotho,Maseru Urban Council,Oct/21,47565,100,100,76,74,62,63,444889.00,1084523.00,65358.00,45905.00
lesotho,Maseru Urban Council,Nov/21,47565,150,150,106,111,102,92,303428.00,631501.00,61766.00,28512.00
lesotho,Maseru Urban Council,Dec/21,47565,150,200,112,176,94,157,114270.00,246510.00,59626.00,67966.00
lesotho,Maseru Rural Council,Jan/21,13807,150,100,119,87,97,77,311500.00,749913.00,18871.00,36144.00
lesotho,Maseru Rural Council,Feb/21,13807,100,150,72,129,70,108,379500.00,911809.00,18767.00,37340.00
lesotho,Maseru Rural Council,Mar/21,13807,200,200,177,155,171,138,412371.00,898316.00,15281.00,65902.00
lesotho,Maseru Rural Council,Apr/21,13807,150,150,141,119,131,98,392174.00,924638.00,14445.00,45329.00
lesotho,Maseru Rural Council,May/21,13807,100,150,75,117,70,94,181690.00,390547.00,19912.00,75116.00
lesotho,Maseru Rural Council,Jun/21,13807,200,150,183,149,146,134,126343.00,264290.00,19948.00,45851.00
lesotho,Maseru Rural Council,Jul/21,13807,100,100,93,74,81,69,166739.00,367442.00,20788.00,16043.00
lesotho,Maseru Rural Council,Aug/21,13807,100,150,93,144,83,141,347255.00,747891.00,16227.00,29683.00
lesotho,Maseru Rural Council,Sep/21,13807,150,100,139,84,117,81,156321.00,329567.00,20535.00,64289.00
lesotho,Maseru Rural Council,Oct/21,13807,200,150,174,142,171,134,117185.00,249419.00,16145.00,25522.00
lesotho,Maseru Rural Council,Nov/21,13807,150,150,132,147,129,122,275991.00,577766.00,16208.00,35508.00
lesotho,Maseru Rural Council,Dec/21,13807,150,150,147,149,123,147,145048.00,336973.00,14853.00,4692.00
lesotho,Rural Hinterland,Jan/21,20965,150,200,133,153,116,139,378317.00,763239.00,29639.00,14180.00
lesotho,Rural Hinterland,Feb/21,20965,150,200,135,164,123,138,189760.00,461419.00,20504.00,63610.00
lesotho,Rural Hinterland,Mar/21,20965,150,100,125,85,123,84,497306.00,1003924.00,26522.00,65516.00
lesotho,Rural Hinterland,Apr/21,20965,150,200,117,184,102,168,425721.00,1047103.00,25619.00,62676.00
lesotho,Rural Hinterland,May/21,20965,100,200,79,169,68,155,156379.00,328219.00,22823.00,39698.00
lesotho,Rural Hinterland,Jun/21,20965,100,150,95,132,77,126,467163.00,998363.00,24552.00,57353.00
lesotho,Rural Hinterland,Jul/21,20965,200,200,195,172,194,143,208254.00,438665.00,23309.00,33108.00
lesotho,Rural Hinterland,Aug/21,20965,200,100,182,94,158,88,226000.00,507898.00,22344.00,61523.00
lesotho,Rural Hinterland,Sep/21,20965,200,200,179,142,159,118,167791.00,363760.00,25366.00,63726.00
lesotho,Rural Hinterland,Oct/21,20965,200,100,190,94,177,91,352914.00,822098.00,22296.00,8829.00
lesotho,Rural Hinterland,Nov/21,20965,200,150,140,142,134,126,317015.00,708698.00,28494.00,46362.00
lesotho,Rural Hinterland,Dec/21,20965,150,100,136,77,130,73,152125.00,322696.00,27780.00,4455.00
lesotho,Maseru Urban Council,Jan/22,49730,200,200,166,188,142,167,177007.00,362734.00,68819.00,80237.00
lesotho,Maseru Urban Council,Feb/22,49730,200,100,194,84,180,83,141590.00,336882.00,57486.00,6734.00
lesotho,Maseru Urban Council,Mar/22,49730,200,100,162,79,153,67,252540.00,548546.00,51663.00,38532.00
lesotho,Maseru Urban Council,Apr/22,49730,200,100,152,81,139,73,169465.00,371084.00,54379.00,24156.00
lesotho,Maseru Urban Council,May/22,49730,100,150,94,114,82,112,436545.00,1025565.00,61564.00,81920.00
lesotho,Maseru Urban Council,Jun/22,49730,150,100,119,93,97,86,358983.00,844265.00,55623.00,35477.00
lesotho,Maseru Urban Council,Jul/22,49730,150,200,105,172,96,171,184963.00,398900.00,65388.00,19721.00
lesotho,Maseru Urban Council,Aug/22,49730,200,100,197,75,162,68,389880.00,966636.00,54183.00,24454.00
lesotho,Maseru Urban Council,Sep/22,49730,100,100,71,88,60,71,239789.00,583467.00,49266.00,37038.00
lesotho,Maseru Urban Council,Oct/22,49730,150,200,134,160,131,140,232149.00,527558.00,55974.00,29692.00
lesotho,Maseru Urban Council,Nov/22,49730,150,150,147,115,137,92,116075.00,247590.00,54405.00,31000.00
lesotho,Maseru Urban Council,Dec/22,49730,100,100,93,88,93,75,129492.00,300938.00,61495.00,22084.00
lesotho,Maseru Rural Council,Jan/22,13871,100,150,99,149,90,147,337960.00,764480.00,14104.00,53387.00
lesotho,Maseru Rural Council,Feb/22,13871,100,100,78,98,69,84,259435.00,617305.00,13330.00,9263.00
lesotho,Maseru Rural Council,Mar/22,13871,200,200,183,175,170,154,496989.00,1121816.00,13192.00,65020.00
lesotho,Maseru Rural Council,Apr/22,13871,100,200,92,146,85,145,129749.00,305605.00,18033.00,80457.00
lesotho,Maseru Rural Council,May/22,13871,100,200,80,147,70,134,209160.00,519573.00,17590.00,49430.00
