country,zone,date_MMYY,households,sewer_connections,public_toilets,workforce,f_workforce,ww_collected,ww_treated,ww_reused,w_supplied,hh_emptied,fs_treated,fs_reused
cameroon,Yaounde 4,Jul/22,118103,9193,14,30,8,48643.00,38317.00,24836.00,451882.00,26458.00,9912.00,6587.00
cameroon,Yaounde 4,Aug/22,118103,9193,17,27,9,45558.00,31193.00,23800.00,416582.00,24764.00,186462.00,138237.00
cameroon,Yaounde 4,Sep/22,118103,9193,15,28,9,87437.00,53456.00,28178.00,353062.00,24048.00,36914.00,25897.00
cameroon,Yaounde 4,Oct/22,118103,9193,19,27,8,32386.00,18003.00,9830.00,110382.00,24584.00,152256.00,109646.00
cameroon,Yaounde 4,Nov/22,118103,9193,17,29,9,97798.00,62772.00,48796.00,262189.00,22488.00,96976.00,76093.00
cameroon,Yaounde 4,Dec/22,118103,9193,15,27,8,33295.00,23510.00,17530.00,311408.00,12598.00,154582.00,104528.00
cameroon,Yaounde 5,Jan/22,36224,2255,16,36,13,83627.00,54477.00,42216.00,471216.00,6382.00,122529.00,86415.00
cameroon,Yaounde 5,Feb/22,36224,2255,16,34,10,92373.00,65832.00,33912.00,252583.00,8578.00,123523.00,93438.00
cameroon,Yaounde 5,Mar/22,36224,2255,19,35,11,25447.00,15805.00,11813.00,381526.00,5374.00,122791.00,84018.00
cameroon,Yaounde 5,Apr/22,36224,2255,16,34,12,11923.00,7196.00,3835.00,302488.00,7022.00,164290.00,124351.00
cameroon,Yaounde 5,May/22,36224,2255,14,36,11,86377.00,68999.00,42021.00,213195.00,7214.00,56872.00,45265.00
cameroon,Yaounde 5,Jun/22,36224,2255,17,37,14,63191.00,33931.00,21333.00,406937.00,5899.00,181343.00,135863.00
cameroon,Yaounde 5,Jul/22,36224,2255,19,34,14,54911.00,43765.00,28113.00,169494.00,4393.00,95326.00,63017.00
cameroon,Yaounde 5,Aug/22,36224,2255,15,37,13,88380.00,53224.00,33054.00,206298.00,4522.00,35438.00,23188.00
cameroon,Yaounde 5,Sep/22,36224,2255,15,34,13,71019.00,41564.00,26967.00,264769.00,5594.00,134168.00,93165.00
cameroon,Yaounde 5,Oct/22,36224,2255,15,37,10,18389.00,13466.00,7873.00,292703.00,6646.00,98534.00,73082.00
cameroon,Yaounde 5,Nov/22,36224,2255,18,35,10,26938.00,17401.00,9399.00,437923.00,6386.00,13281.00,10336.00
cameroon,Yaounde 5,Dec/22,36224,2255,19,37,11,10818.00,6812.00,3508.00,456533.00,6878.00,43326.00,29096.00
cameroon,Yaounde 6,Jan/22,67357,3269,102,45,17,64580.00,43482.00,34268.00,210332.00,14179.00,85583.00,63869.00
cameroon,Yaounde 6,Feb/22,67357,3269,105,47,13,44012.00,33785.00,20018.00,376300.00,9326.00,19668.00,12526.00
cameroon,Yaounde 6,Mar/22,67357,3269,101,44,15,35287.00,26174.00,14199.00,232377.00,7867.00,39959.00,29107.00
cameroon,Yaounde 6,Apr/22,67357,3269,103,47,14,69651.00,37110.00,19516.00,203169.00,12873.00,117511.00,74971.00
cameroon,Yaounde 6,May/22,67357,3269,102,47,16,89644.00,70312.00,37678.00,333494.00,10850.00,163117.00,125897.00
cameroon,Yaounde 6,Jun/22,67357,3269,103,44,15,98126.00,77371.00,53129.00,251588.00,7566.00,116095.00,69701.00
cameroon,Yaounde 6,Jul/22,67357,3269,105,45,14,63791.00,48870.00,27136.00,307381.00,16142.00,193063.00,116615.00
cameroon,Yaounde 6,Aug/22,67357,3269,102,46,15,88342.00,54221.00,31878.00,432794.00,11819.00,44237.00,28235.00
cameroon,Yaounde 6,Sep/22,67357,3269,105,45,14,80936.00,53708.00,33469.00,419272.00,8808.00,160128.00,117615.00
cameroon,Yaounde 6,Oct/22,67357,3269,102,45,16,53040.00,42306.00,33139.00,406895.00,15047.00,191078.00,152194.00
cameroon,Yaounde 6,Nov/22,67357,3269,105,44,15,89133.00,53512.00,35816.00,472262.00,13848.00,197090.00,119254.00
cameroon,Yaounde 6,Dec/22,67357,3269,105,44,13,24576.00,15770.00,9798.00,408514.00,15997.00,37064.00,22483.00
cameroon,Yaounde 7,Jan/22,39099,2375,72,23,16,80830.00,46743.00,24432.00,166032.00,7856.00,43774.00,29886.00
cameroon,Yaounde 7,Feb/22,39099,2375,74,22,17,48681.00,36799.00,23690.00,102424.00,8306.00,75612.00,50624.00
cameroon,Yaounde 7,Mar/22,39099,2375,77,24,17,58881.00,29565.00,20983.00,285688.00,8148.00,50857.00,34765.00
cameroon,Yaounde 7,Apr/22,39099,2375,75,24,15,40298.00,27830.00,20255.00,276601.00,3971.00,152489.00,99727.00
cameroon,Yaounde 7,May/22,39099,2375,74,24,17,31891.00,16236.00,12636.00,179111.00,5888.00,76039.00,47553.00
cameroon,Yaounde 7,Jun/22,39099,2375,74,22,16,22270.00,13797.00,10518.00,328529.00,7772.00,128480.00,86777.00
cameroon,Yaounde 7,Jul/22,39099,2375,77,22,18,51157.00,38251.00,23184.00,181920.00,4766.00,194746.00,143226.00
cameroon,Yaounde 7,Aug/22,39099,2375,74,25,19,39855.00,31349.00,20297.00,199841.00,6153.00,49797.00,36676.00
cameroon,Yaounde 7,Sep/22,39099,2375,77,25,16,35251.00,27359.00,15033.00,223987.00,6551.00,175575.00,131561.00
cameroon,Yaounde 7,Oct/22,39099,2375,72,25,17,59847.00,39725.00,22691.00,458885.00,6570.00,97985.00,77997.00
cameroon,Yaounde 7,Nov/22,39099,2375,73,24,16,37687.00,26623.00,21231.00,267523.00,6809.00,149601.00,92685.00
cameroon,Yaounde 7,Dec/22,39099,2375,77,24,16,70561.00,56195.00,40297.00,218414.00,8325.00,115090.00,71557.00
cameroon,Yaounde 1,Jan/23,278116,15713,76,43,10,38757.00,21122.00,10900.00,202298.00,39970.00,152141.00,119643.00
cameroon,Yaounde 1,Feb/23,278116,15713,74,43,12,49297.00,28959.00,16513.00,142470.00,28739.00,138244.00,99381.00
cameroon,Yaounde 1,Mar/23,278116,15713,76,42,9,22790.00,11832.00,8462.00,123541.00,48005.00,151402.00,113556.00
cameroon,Yaounde 1,Apr/23,278116,15713,77,42,9,14417.00,10162.00,7913.00,484052.00,64246.00,107027.00,85500.00
cameroon,Yaounde 1,May/23,278116,15713,76,42,12,96632.00,68721.00,47171.00,394461.00,40720.00,20562.00,13096.00
cameroon,Yaounde 1,Jun/23,278116,15713,73,42,11,37440.00,20838.00,13838.00,101805.00,38991.00,128867.00,98133.00
cameroon,Yaounde 1,Jul/23,278116,15713,72,41,10,20968.00,13470.00,10570.00,488997.00,65714.00,9603.00,6855.00
cameroon,Yaounde 1,Aug/23,278116,15713,73,43,12,58442.00,33071.00,19312.00,326261.00,34254.00,152808.00,115632.00
cameroon,Yaounde 1,Sep/23,278116,15713,76,44,13,55400.00,40313.00,27826.00,109298.00,50893.00,30684.00,24202.00
cameroon,Yaounde 1,Oct/23,278116,15713,75,44,13,76430.00,38309.00,27743.00,129906.00,29628.00,68495.00,49675.00
cameroon,Yaounde 1,Nov/23,278116,15713,77,42,13,11087.00,8220.00,5083.00,190646.00,46215.00,55369.00,37673.00
cameroon,Yaounde 1,Dec/23,278116,15713,73,44,13,65293.00,37766.00,24986.00,269114.00,56794.00,14770.00,10800.00
cameroon,Yaounde 2,Jan/23,115507,6602,42,36,14,45452.00,33298.00,21426.00,351335.00,26649.00,86521.00,52591.00
cameroon,Yaounde 2,Feb/23,115507,6602,43,37,14,83409.00,65214.00,51651.00,117164.00,24176.00,115744.00,89044.00
cameroon,Yaounde 2,Mar/23,115507,6602,46,38,16,15695.00,10379.00,6520.00,219895.00,26031.00,124494.00,80744.00
cameroon,Yaounde 2,Apr/23,115507,6602,45,37,18,83061.00,43104.00,25072.00,143715.00,26307.00,77422.00,53016.00
cameroon,Yaounde 2,May/23,115507,6602,46,35,14,71151.00,40691.00,28821.00,131926.00,23401.00,143404.00,108317.00
cameroon,Yaounde 2,Jun/23,115507,6602,46,37,15,22786.00,16599.00,8830.00,238080.00,28727.00,179695.00,124750.00
cameroon,Yaounde 2,Jul/23,115507,6602,46,35,14,5079.00,3500.00,2502.00,219608.00,15002.00,67079.00,41629.00
cameroon,Yaounde 2,Aug/23,115507,6602,42,36,18,23508.00,14639.00,8683.00,367438.00,22939.00,173608.00,130791.00
cameroon,Yaounde 2,Sep/23,115507,6602,46,35,15,59503.00,34822.00,23334.00,196416.00,15534.00,29148.00,20206.00
cameroon,Yaounde 2,Oct/23,115507,6602,46,35,18,76169.00,52392.00,33274.00,498341.00,23930.00,26947.00,16370.00
cameroon,Yaounde 2,Nov/23,115507,6602,45,35,15,76564.00,49123.00,35908.00,439281.00,17735.00,196518.00,125347.00
cameroon,Yaounde 2,Dec/23,115507,6602,46,36,17,68613.00,37937.00,21066.00,454979.00,23593.00,12088.00,7444.00
cameroon,Yaounde 3,Jan/23,75054,5317,98,43,8,11590.00,7957.00,4529.00,315886.00,9849.00,19477.00,15390.00
cameroon,Yaounde 3,Feb/23,75054,5317,96,45,9,21069.00,12117.00,9324.00,250704.00,11987.00,149717.00,112230.00
cameroon,Yaounde 3,Mar/23,75054,5317,99,44,12,41566.00,22038.00,12050.00,312994.00,10984.00,22798.00,15236.00
cameroon,Yaounde 3,Apr/23,75054,5317,98,45,9,95650.00,60918.00,40228.00,353897.00,7735.00,99668.00,70290.00
cameroon,Yaounde 3,May/23,75054,5317,99,43,9,94646.00,72546.00,50832.00,355820.00,13233.00,130799.00,98235.00
cameroon,Yaounde 3,Jun/23,75054,5317,99,44,12,12087.00,8124.00,5320.00,308369.00,18052.00,12287.00,8596.00
cameroon,Yaounde 3,Jul/23,75054,5317,100,44,8,58795.00,44809.00,30481.00,252855.00,17090.00,160444.00,113138.00
cameroon,Yaounde 3,Aug/23,75054,5317,99,45,10,20533.00,14168.00,8058.00,112365.00,16084.00,196399.00,153873.00
cameroon,Yaounde 3,Sep/23,75054,5317,96,46,8,8369.00,4678.00,3281.00,196746.00,9100.00,112071.00,84740.00
cameroon,Yaounde 3,Oct/23,75054,5317,100,45,12,79861.00,41630.00,22274.00,345409.00,12068.00,112326.00,83028.00
cameroon,Yaounde 3,Nov/23,75054,5317,98,45,8,20826.00,13818.00,8400.00,341138.00,12748.00,139577.00,90078.00
cameroon,Yaounde 3,Dec/23,75054,5317,97,43,12,16252.00,9355.00,7408.00,461003.00,17565.00,14867.00,11394.00
cameroon,Yaounde 4,Jan/23,122839,6843,44,30,14,58995.00,35616.00,21433.00,477405.00,14181.00,138561.00,105455.00
cameroon,Yaounde 4,Feb/23,122839,6843,46,31,14,77803.00,56276.00,30517.00,265351.00,21800.00,75071.00,50495.00
cameroon,Yaounde 4,Mar/23,122839,6843,41,31,18,17723.00,13190.00,7105.00,223535.00,14311.00,74820.00,56571.00
cameroon,Yaounde 4,Apr/23,122839,6843,46,31,15,17590.00,9178.00,6010.00,191335.00,18254.00,43091.00,30833.00
cameroon,Yaounde 4,May/23,122839,6843,45,31,18,13719.00,7991.00,5881.00,177394.00,20742.00,151739.00,101476.00
cameroon,Yaounde 4,Jun/23,122839,6843,45,30,14,72833.00,54238.00,28786.00,288977.00,13139.00,36926.00,26023.00
cameroon,Yaounde 4,Jul/23,122839,6843,41,28,15,57129.00,40205.00,26509.00,453342.00,21790.00,19551.00,12531.00
cameroon,Yaounde 4,Aug/23,122839,6843,41,31,17,47715.00,33816.00,23770.00,367246.00,21044.00,8655.00,5866.00
cameroon,Yaounde 4,Sep/23,122839,6843,46,28,14,76296.00,53742.00,30411.00,389290.00,27294.00,76352.00,56193.00
cameroon,Yaounde 4,Oct/23,122839,6843,43,31,16,79501.00,49334.00,30325.00,343192.00,14847.00,162747.00,114137.00
cameroon,Yaounde 4,Nov/23,122839,6843,42,28,17,27945.00,19750.00,12647.00,347245.00,16719.00,96639.00,76016.00
cameroon,Yaounde 4,Dec/23,122839,6843,44,31,18,16472.00,12348.00,7923.00,362148.00,20916.00,173201.00,104932.00
cameroon,Yaounde 5,Jan/23,37460,2143,26,26,13,83730.00,47940.00,33720.00,374073.00,6248.00,27363.00,16641.00
cameroon,Yaounde 5,Feb/23,37460,2143,29,24,10,31648.00,22149.00,12494.00,229183.00,7358.00,96233.00,64086.00
cameroon,Yaounde 5,Mar/23,37460,2143,25,24,10,74307.00,45907.00,35879.00,241414.00,6418.00,188794.00,144789.00
cameroon,Yaounde 5,Apr/23,37460,2143,25,24,14,14572.00,9202.00,6926.00,229026.00,6749.00,102466.00,79405.00
cameroon,Yaounde 5,May/23,37460,2143,28,25,13,39979.00,27376.00,16347.00,108810.00,7371.00,110635.00,81411.00
cameroon,Yaounde 5,Jun/23,37460,2143,28,24,11,77524.00,44131.00,35164.00,128574.00,9201.00,122283.00,75357.00
cameroon,Yaounde 5,Jul/23,37460,2143,25,25,12,56280.00,39425.00,20653.00,324550.00,3973.00,153702.00,98548.00
cameroon,Yaounde 5,Aug/23,37460,2143,26,24,13,35533.00,24533.00,16267.00,400996.00,5242.00,110153.00,84609.00
cameroon,Yaounde 5,Sep/23,37460,2143,25,26,12,31850.00,22206.00,17174.00,297538.00,4688.00,166589.00,111594.00
cameroon,Yaounde 5,Oct/23,37460,2143,27,24,10,16885.00,8517.00,6080.00,281677.00,5416.00,24950.00,17772.00
cameroon,Yaounde 5,Nov/23,37460,2143,26,23,11,84043.00,45278.00,34347.00,141813.00,9186.00,195085.00,143937.00
cameroon,Yaounde 5,Dec/23,37460,2143,26,24,14,68105.00,39054.00,28172.00,384911.00,4971.00,92522.00,64194.00
cameroon,Yaounde 6,Jan/23,70579,4048,62,45,6,65857.00,45125.00,26454.00,235243.00,9112.00,54254.00,37265.00
cameroon,Yaounde 6,Feb/23,70579,4048,62,45,7,75295.00,38421.00,27533.00,102462.00,7092.00,66331.00,41967.00
cameroon,Yaounde 6,Mar/23,70579,4048,62,44,9,74359.00,58022.00,37893.00,291771.00,7801.00,156733.00,119666.00
cameroon,Yaounde 6,Apr/23,70579,4048,66,43,7,42432.00,32004.00,25456.00,281792.00,10414.00,146088.00,95270.00
cameroon,Yaounde 6,May/23,70579,4048,63,43,5,71569.00,56441.00,43760.00,186945.00,9473.00,172412.00,124324.00
cameroon,Yaounde 6,Jun/23,70579,4048,61,46,7,89051.00,47199.00,31484.00,188428.00,7323.00,57035.00,41293.00
cameroon,Yaounde 6,Jul/23,70579,4048,64,46,7,46376.00,29676.00,14847.00,465908.00,16154.00,71104.00,45000.00
cameroon,Yaounde 6,Aug/23,70579,4048,62,46,5,64873.00,47656.00,27683.00,314051.00,9370.00,98520.00,71328.00
cameroon,Yaounde 6,Sep/23,70579,4048,65,44,8,84597.00,51890.00,30106.00,232802.00,11850.00,183876.00,130135.00
cameroon,Yaounde 6,Oct/23,70579,4048,64,44,6,30368.00,19820.00,15431.00,438337.00,9230.00,130688.00,90370.00
cameroon,Yaounde 6,Nov/23,70579,4048,66,43,5,71287.00,39443.00,26540.00,372915.00,7185.00,78524.00,52557.00
cameroon,Yaounde 6,Dec/23,70579,4048,62,46,8,41380.00,25368.00,15433.00,229475.00,12961.00,7917.00,6236.00
cameroon,Yaounde 7,Jan/23,39280,2649,68,23,9,79120.00,49026.00,34286.00,136343.00,3995.00,47644.00,33160.00
cameroon,Yaounde 7,Feb/23,39280,2649,67,20,12,94288.00,58091.00,44993.00,155977.00,4281.00,185693.00,131762.00
cameroon,Yaounde 7,Mar/23,39280,2649,67,23,12,82990.00,44468.00,29939.00,191431.00,5771.00,38183.00,22967.00
cameroon,Yaounde 7,Apr/23,39280,2649,69,20,9,54397.00,30878.00,19827.00,371576.00,7172.00,7352.00,4555.00
cameroon,Yaounde 7,May/23,39280,2649,66,20,8,86335.00,45090.00,23469.00,342503.00,4819.00,81260.00,64801.00
cameroon,Yaounde 7,Jun/23,39280,2649,71,22,8,10874.00,8554.00,6788.00,331256.00,5755.00,94908.00,75020.00
cameroon,Yaounde 7,Jul/23,39280,2649,66,22,10,52331.00,41440.00,23619.00,419091.00,7738.00,63503.00,47950.00
cameroon,Yaounde 7,Aug/23,39280,2649,67,20,9,37214.00,25115.00,15577.00,132908.00,4345.00,91477.00,72313.00
cameroon,Yaounde 7,Sep/23,39280,2649,66,23,10,91769.00,72129.00,40712.00,383111.00,4896.00,77688.00,62025.00
cameroon,Yaounde 7,Oct/23,39280,2649,67,23,8,60070.00,38229.00,29979.00,247263.00,6696.00,22850.00,15868.00
cameroon,Yaounde 7,Nov/23,39280,2649,66,22,9,94847.00,63240.00,43487.00,448723.00,7334.00,108593.00,79895.00
cameroon,Yaounde 7,Dec/23,39280,2649,69,22,9,94299.00,51020.00,27872.00,157517.00,7190.00,40427.00,25213.00
cameroon,Yaounde 1,Jan/24,283499,19896,47,30,8,82138.00,61487.00,48331.00,302945.00,51656.00,183626.00,133980.00
cameroon,Yaounde 1,Feb/24,283499,19896,45,30,8,46172.00,24345.00,16817.00,473217.00,37951.00,19820.00,12258.00
cameroon,Yaounde 1,Mar/24,283499,19896,42,29,11,16476.00,10237.00,5779.00,260217.00,57579.00,172479.00,132898.00
cameroon,Yaounde 1,Apr/24,283499,19896,44,29,9,95303.00,68567.00,40485.00,128171.00,47161.00,41506.00,29220.00
cameroon,Yaounde 1,May/24,283499,19896,43,31,10,82681.00,53607.00,27760.00,430815.00,47111.00,13175.00,9579.00
cameroon,Yaounde 1,Jun/24,283499,19896,44,31,9,98995.00,77849.00,46814.00,496917.00,36253.00,95399.00,58725.00
cameroon,Yaounde 1,Jul/24,283499,19896,43,30,10,97140.00,57189.00,29249.00,303012.00,65549.00,175951.00,124108.00
cameroon,Yaounde 1,Aug/24,283499,19896,46,31,7,97919.00,53766.00,39492.00,293358.00,67952.00,114182.00,68621.00
cameroon,Yaounde 1,Sep/24,283499,19896,47,29,10,23603.00,15690.00,11806.00,163743.00,35710.00,9737.00,7485.00
cameroon,Yaounde 1,Oct/24,283499,19896,47,30,8,49209.00,33430.00,18461.00,261495.00,57070.00,112761.00,72892.00
cameroon,Yaounde 1,Nov/24,283499,19896,44,31,7,34637.00,26507.00,14177.00,419538.00,62681.00,131172.00,92892.00
cameroon,Yaounde 1,Dec/24,283499,19896,47,30,9,95338.00,70322.00,47908.00,483811.00,48471.00,51239.00,34856.00
cameroon,Yaounde 2,Jan/24,118801,5358,34,35,6,18731.00,12590.00,10015.00,411455.00,20201.00,94588.00,65595.00
cameroon,Yaounde 2,Feb/24,118801,5358,32,34,5,72469.00,55650.00,37448.00,195361.00,12065.00,48887.00,35035.00
cameroon,Yaounde 2,Mar/24,118801,5358,36,34,5,46741.00,31548.00,22831.00,409485.00,12682.00,170008.00,118751.00
cameroon,Yaounde 2,Apr/24,118801,5358,33,36,5,88952.00,60785.00,38352.00,131854.00,19003.00,61880.00,37413.00
cameroon,Yaounde 2,May/24,118801,5358,35,33,7,92882.00,60120.00,40533.00,135164.00,12741.00,45906.00,32735.00
cameroon,Yaounde 2,Jun/24,118801,5358,35,35,8,37406.00,21149.00,12089.00,152100.00,12691.00,86312.00,65194.00
cameroon,Yaounde 2,Jul/24,118801,5358,37,34,7,46462.00,31552.00,22776.00,200425.00,13615.00,165406.00,101295.00
cameroon,Yaounde 2,Aug/24,118801,5358,33,36,7,57302.00,31648.00,23811.00,200027.00,18795.00,128103.00,77821.00
cameroon,Yaounde 2,Sep/24,118801,5358,36,35,7,30979.00,18853.00,9827.00,202416.00,22801.00,31382.00,20497.00
cameroon,Yaounde 2,Oct/24,118801,5358,32,36,9,20720.00,10387.00,5534.00,437211.00,28183.00,18073.00,12104.00
cameroon,Yaounde 2,Nov/24,118801,5358,32,36,5,7226.00,4040.00,2895.00,301630.00,13283.00,7837.00,4913.00
cameroon,Yaounde 2,Dec/24,118801,5358,32,35,9,78892.00,48560.00,35396.00,276065.00,20565.00,149573.00,93691.00
cameroon,Yaounde 3,Jan/24,77017,4777,29,29,7,74359.00,40114.00,21822.00,378315.00,15187.00,53083.00,36924.00
cameroon,Yaounde 3,Feb/24,77017,4777,29,30,6,31697.00,24936.00,19002.00,232856.00,16594.00,123794.00,98608.00
cameroon,Yaounde 3,Mar/24,77017,4777,30,30,6,13944.00,10838.00,7972.00,122388.00,14681.00,86701.00,60317.00
cameroon,Yaounde 3,Apr/24,77017,4777,26,30,7,86953.00,67949.00,41692.00,283076.00,7796.00,32537.00,25265.00
cameroon,Yaounde 3,May/24,77017,4777,26,28,9,10754.00,6997.00,4297.00,137823.00,16020.00,15918.00,12014.00
cameroon,Yaounde 3,Jun/24,77017,4777,26,30,9,10524.00,6746.00,3876.00,397648.00,16667.00,152730.00,121465.00
cameroon,Yaounde 3,Jul/24,77017,4777,28,30,10,69109.00,35558.00,24380.00,173864.00,10481.00,71300.00,56851.00
cameroon,Yaounde 3,Aug/24,77017,4777,26,31,10,92588.00,72178.00,44666.00,274658.00,8421.00,128042.00,81624.00
cameroon,Yaounde 3,Sep/24,77017,4777,31,28,7,35957.00,18314.00,13738.00,139077.00,9572.00,177536.00,119237.00
cameroon,Yaounde 3,Oct/24,77017,4777,28,28,6,94578.00,70315.00,36606.00,274788.00,13704.00,82860.00,53455.00
cameroon,Yaounde 3,Nov/24,77017,4777,26,28,6,45871.00,24611.00,15062.00,301549.00,8180.00,94322.00,62586.00
cameroon,Yaounde 3,Dec/24,77017,4777,27,28,9,37279.00,18917.00,13041.00,433690.00,11763.00,55152.00,37045.00
cameroon,Yaounde 4,Jan/24,129360,5255,97,30,17,14911.00,10776.00,5726.00,435014.00,21316.00,99549.00,74384.00
cameroon,Yaounde 4,Feb/24,129360,5255,99,30,15,87583.00,50410.00,29285.00,156767.00,17559.00,107078.00,71428.00
cameroon,Yaounde 4,Mar/24,129360,5255,97,28,18,10931.00,6627.00,4932.00,251205.00,29643.00,126208.00,92597.00
cameroon,Yaounde 4,Apr/24,129360,5255,99,27,15,28884.00,22024.00,14990.00,396516.00,16376.00,152472.00,91790.00
cameroon,Yaounde 4,May/24,129360,5255,100,27,15,45166.00,31013.00,16159.00,395710.00,18384.00,117005.00,74827.00
cameroon,Yaounde 4,Jun/24,129360,5255,100,28,15,39479.00,21280.00,13187.00,153865.00,24997.00,181216.00,120592.00
cameroon,Yaounde 4,Jul/24,129360,5255,97,28,19,32007.00,21538.00,15087.00,272213.00,32223.00,109770.00,66275.00
cameroon,Yaounde 4,Aug/24,129360,5255,99,28,16,73204.00,45650.00,26790.00,496856.00,19962.00,133140.00,82672.00
cameroon,Yaounde 4,Sep/24,129360,5255,95,28,15,44046.00,31321.00,23386.00,130816.00,16725.00,57532.00,37638.00
cameroon,Yaounde 4,Oct/24,129360,5255,95,30,17,87738.00,51415.00,31272.00,193655.00,31107.00,163313.00,113209.00
cameroon,Yaounde 4,Nov/24,129360,5255,97,28,19,13310.00,8011.00,5958.00,411591.00,18000.00,85348.00,62797.00
cameroon,Yaounde 4,Dec/24,129360,5255,100,29,19,47542.00,36387.00,27774.00,139516.00,26866.00,61747.00,48546.00
cameroon,Yaounde 5,Jan/24,40303,3195,83,25,11,38355.00,20258.00,10658.00,118890.00,7919.00,108766.00,82097.00
cameroon,Yaounde 5,Feb/24,40303,3195,82,27,13,80610.00,58407.00,36641.00,298279.00,6785.00,117701.00,84255.00
cameroon,Yaounde 5,Mar/24,40303,3195,81,25,13,93798.00,47482.00,27257.00,402021.00,9472.00,67287.00,47675.00
cameroon,Yaounde 5,Apr/24,40303,3195,80,27,11,37066.00,27245.00,17899.00,307083.00,5900.00,93594.00,65981.00
cameroon,Yaounde 5,May/24,40303,3195,79,26,14,19340.00,14971.00,7507.00,147477.00,4647.00,168525.00,127407.00
cameroon,Yaounde 5,Jun/24,40303,3195,80,25,13,71720.00,45489.00,28241.00,477269.00,8611.00,104019.00,68851.00
cameroon,Yaounde 5,Jul/24,40303,3195,82,24,13,89239.00,56821.00,34508.00,314052.00,8099.00,87017.00,58721.00
cameroon,Yaounde 5,Aug/24,40303,3195,78,24,13,32032.00,16246.00,12197.00,317485.00,4705.00,168163.00,115169.00
cameroon,Yaounde 5,Sep/24,40303,3195,81,24,14,7623.00,5922.00,4203.00,438368.00,5003.00,27086.00,17502.00
cameroon,Yaounde 5,Oct/24,40303,3195,80,25,11,18260.00,13219.00,10416.00,367092.00,8695.00,163644.00,103901.00
cameroon,Yaounde 5,Nov/24,40303,3195,82,24,13,91964.00,59270.00,30404.00,296645.00,4547.00,168863.00,108805.00
cameroon,Yaounde 5,Dec/24,40303,3195,81,26,12,59605.00,41878.00,25217.00,107341.00,5308.00,89345.00,55331.00
cameroon,Yaounde 6,Jan/24,72354,5561,70,24,16,64849.00,34932.00,25654.00,101293.00,9815.00,20143.00,15057.00
cameroon,Yaounde 6,Feb/24,72354,5561,68,23,20,84464.00,53301.00,41361.00,283174.00,8873.00,167541.00,100649.00
cameroon,Yaounde 6,Mar/24,72354,5561,70,25,19,56290.00,38234.00,28677.00,374713.00,9678.00,13511.00,10589.00
cameroon,Yaounde 6,Apr/24,72354,5561,70,23,20,6160.00,4131.00,2432.00,304488.00,17963.00,171582.00,129555.00
cameroon,Yaounde 6,May/24,72354,5561,68,24,16,40461.00,26160.00,13136.00,176172.00,8969.00,133400.00,103665.00
cameroon,Yaounde 6,Jun/24,72354,5561,68,22,17,9692.00,5655.00,3078.00,353411.00,11196.00,79178.00,50471.00
cameroon,Yaounde 6,Jul/24,72354,5561,66,24,20,98782.00,61677.00,31430.00,376518.00,13745.00,122936.00,86139.00
cameroon,Yaounde 6,Aug/24,72354,5561,66,25,19,26788.00,13592.00,10721.00,389770.00,11543.00,59053.00,44236.00
cameroon,Yaounde 6,Sep/24,72354,5561,69,22,18,66985.00,37110.00,24246.00,151426.00,13960.00,99835.00,62779.00
cameroon,Yaounde 6,Oct/24,72354,5561,67,22,19,25986.00,18904.00,14299.00,469666.00,16423.00,97253.00,66632.00
cameroon,Yaounde 6,Nov/24,72354,5561,69,25,16,95313.00,51973.00,29702.00,351867.00,13460.00,151494.00,119801.00
cameroon,Yaounde 6,Dec/24,72354,5561,66,24,17,49444.00,30288.00,22387.00,127260.00,9403.00,148992.00,118278.00
cameroon,Yaounde 7,Jan/24,41617,3290,82,34,17,60338.00,45102.00,35915.00,297529.00,5123.00,184821.00,141968.00
cameroon,Yaounde 7,Feb/24,41617,3290,78,34,19,58341.00,44206.00,32012.00,100968.00,9440.00,187628.00,119215.00
cameroon,Yaounde 7,Mar/24,41617,3290,78,33,20,39233.00,24622.00,18886.00,492881.00,9587.00,96145.00,58373.00
cameroon,Yaounde 7,Apr/24,41617,3290,79,33,19,6101.00,3753.00,2500.00,369489.00,9331.00,59886.00,46001.00
cameroon,Yaounde 7,May/24,41617,3290,79,33,20,40655.00,23436.00,16177.00,312293.00,9643.00,87846.00,54294.00
cameroon,Yaounde 7,Jun/24,41617,3290,81,34,16,65003.00,44843.00,33356.00,483417.00,9523.00,108201.00,82295.00
cameroon,Yaounde 7,Jul/24,41617,3290,81,31,19,46277.00,33313.00,19807.00,312857.00,9366.00,122789.00,76869.00
cameroon,Yaounde 7,Aug/24,41617,3290,80,34,20,40032.00,26060.00,14878.00,314881.00,7532.00,120310.00,75899.00
cameroon,Yaounde 7,Sep/24,41617,3290,80,32,19,64633.00,46201.00,36611.00,389203.00,6096.00,39057.00,25537.00
cameroon,Yaounde 7,Oct/24,41617,3290,77,32,20,49654.00,38669.00,27529.00,371815.00,6327.00,133365.00,102319.00
cameroon,Yaounde 7,Nov/24,41617,3290,80,32,20,82515.00,63308.00,46277.00,272783.00,7663.00,45668.00,33031.00
cameroon,Yaounde 7,Dec/24,41617,3290,78,32,17,20780.00,13443.00,7475.00,269767.00,4788.00,179913.00,113515.00
lesotho,Maseru Urban Council,Jan/20,48080,1060,34,17,4,43212.00,34185.00,22230.00,296057.00,10789.00,52770.00,31956.00
